GSA SFP Name,GSA SFP Key,NIST Name,NIST Category,Treasury Bureau Name,Treasury Agency Short Name,OMB Name,OMB Category,OMB Sub-Category,Parent,GSA SFP Entity Type,OMB Agency Code,OMB Bureau Code,Treasury Agency Code,Treasury Bureau Code,CGAC Agency Code,NIST Agency Code,NIST Bureau Code,OMB Agency Code Owner,OMB Bureau Code Owner,Treasury Agency Code Owner,Treasury Bureau Code Owner,CGAC Agency Code Owner,NIST Agency Code Owner,NIST Bureau Code Owner
HHS Agency for Healthcare Research and Quality (AHRQ),555,Agency for Healthcare Research and Quality,,AGENCY FOR HEALTH RESEARCH AND QUALITY,HHS,Agency for Healthcare Research and Quality,Department of Health and Human Services,,HHS Office of the Secretary,Bureau,009,33,75,18,075,75,28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
National Institutes of Health (NIH),556,National Institutes of Health,,NATIONAL INSTITUTES OF HEALTH - HHS NIH,HHS,National Institutes of Health,Department of Health and Human Services,,HHS Office of the Secretary,Bureau,009,25,75,08,075,75,29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HHS Centers for Medicare & Medicaid Services (CMS),557,Centers for Medicare & Medicaid Services,,CTR FOR MEDICARE&MEDICAID SVCS,HHS,Centers for Medicare and Medicaid Services,Department of Health and Human Services,,HHS Office of the Secretary,Bureau,009,38,75,05,075,75,30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HHS Administration on Aging (AOA),558,Administration on Aging,,ADMINISTRATION ON AGING,HHS,,,,HHS Administration for Community Living (ACL),Bureau,009,75,75,19,075,75,45,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
HHS Administration for Children and Families (ACF),559,Administration for Children and Families,,ADMINISTRATION FOR CHILDREN AND FAMILIES,HHS,Administration for Children and Families,Department of Health and Human Services,,HHS Office of the Secretary,Bureau,009,70,75,17,075,75,90,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HHS Program Support Center (PSC),560,Program Support Center,,OFFICE OF THE ASSISTANT SECRETARY FOR HEALTH,HHS,Program Support Center,Department of Health and Human Services,,HHS Office of the Assistant Secretary for Administration and Management (ASAM),Bureau,009,91,75,11,075,75,55,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
US Department of Homeland Security (DHS),561,"HOMELAND SECURITY, Department of",,,,Department of Homeland Security,Department of Homeland Security,,Federal Executive Branch,Agency,024,00,70,,070,70,00,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
DHS Office of the Secretary,562,"Office of the Secretary, Department of Homeland Security",,DEPARTMENT OF HOMELAND SECURITY,DHS,Departmental Management and Operations,Department of Homeland Security,,US Department of Homeland Security (DHS),Bureau,024,10,70,00,070,70,01,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
US Citizenship and Immigration Services (USCIS),564,U.S. Citizenship and Immigration Services,,BUREAU CITIZENSHIP & IMMIGRATION SVCS,DHS,Citizenship and Immigration Services,Department of Homeland Security,,DHS Deputy Secretary,Bureau,024,30,70,04,070,70,03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DHS Office of the Inspector General (OIG),565,Office of the Inspector General,,OFFICE OF INSPECTOR GENERAL,DHS,Office of the Inspector General,Department of Homeland Security,,DHS Deputy Secretary,Bureau,024,20,70,06,070,70,04,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
US Coast Guard (USCG),566,U.S. Coast Guard,,UNITED STATES COAST GUARD,DHS,United States Coast Guard,Department of Homeland Security,,DHS Deputy Secretary,Bureau,024,60,70,02,070,70,08,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
US Secret Service (USSS),567,U.S. Secret Service,,UNITED STATES SECRET SERVICE,DHS,United States Secret Service,Department of Homeland Security,,DHS Deputy Secretary,Bureau,024,40,70,01,070,70,09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
US Immigration and Customs Enforcement (ICE),568,U.S. Immigration and Customs Enforcement,,IMMIGRATION & CUSTOMS ENFORCEMENT,DHS,Immigration and Customs Enforcement,Department of Homeland Security,,DHS Deputy Secretary,Bureau,024,55,70,55,070,70,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
US Transportation Security Administration (TSA),569,Transportation Security Administration,,TRANSPORTATION SECURITY ADMIN,DHS,Transportation Security Administration,Department of Homeland Security,,DHS Deputy Secretary,Bureau,024,45,70,54,070,70,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
US Customs and Border Protection (CBP),570,U.S. Customs and Border Protection,,,,Customs and Border Protection,Department of Homeland Security,,DHS Deputy Secretary,Bureau,024,58,70,00,070,70,14,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
DHS Federal Law Enforcement Training Center (FLETC),571,Federal Law Enforcement Training Center,,FED LAW ENFORCEMENT TRAINING CTR,DHS,Federal Law Enforcement Training Center,Department of Homeland Security,,DHS Deputy Secretary,Bureau,024,49,70,57,070,70,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Federal Emergency Management Agency (FEMA),572,Federal Emergency Management Agency,,FEMA HEADQUARTERS,DHS,Federal Emergency Management Agency,Department of Homeland Security,,DHS Deputy Secretary,Agency,024,70,70,41,070,70,22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DHS Office of Intelligence and Analysis Mission (I&A),573,Office for Information Analysis,,NATL PROTECTION PROG DIRECTORATE,DHS,,,,DHS Deputy Secretary,Bureau,024,10,70,21,070,70,32,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
DHS Office for Infrastructure Protection (IP),574,Office for Infrastructure Protection,,,,,,,DHS Under Secretary for National Protection & Programs Directorate,Bureau,024,65,70,09,070,70,33,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DHS Under Secretary for Science and Technology (S&T),575,Under Secretary for Science and Technology,,OFC UNDERSEC FOR SCIENCE & TECH,DHS,Science and Technology,Department of Homeland Security,,DHS Deputy Secretary,Bureau,024,80,70,31,070,70,40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DHS Under Secretary for Management,577,Under Secretary for Management,,,,,,,DHS Deputy Secretary,Bureau,024,10,70,00,070,70,50,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
US Department of Housing and Urban Development (HUD),579,"HOUSING AND URBAN DEVELOPMENT, Department of",,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUD,Department of Housing and Urban Development,Department of Housing and Urban Development,,Federal Executive Branch,Agency,025,00,86,00,086,86,00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HUD Office of the Secretary,580,Office of the Secretary of Housing and Urban Development,,OFFICE OF THE SECRETARY,HUD,Management and Administration,Department of Housing and Urban Development,,US Department of Housing and Urban Development (HUD),Bureau,025,35,86,01,086,86,01,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
HUD Deputy Secretary,581,Deputy Secretary of Housing and Urban Development,,,,,,,HUD Office of the Secretary,Bureau,025,35,86,01,086,86,02,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HUD Office of Small and Disadvantaged Business Utilization (OSDBU),584,Office of Small and Disadvantaged Business Utilization,,,,,,,HUD Deputy Secretary,Bureau,025,35,86,01,086,86,17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HUD Assistant Deputy Secretary for Field Policy and Management,585,Assistant Deputy Secretary for Field Policy and Management,,,,,,,HUD Deputy Secretary,Bureau,025,35,86,01,086,86,22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HUD Office of General Counsel (OGC),587,Office of General Counsel,,OFFICE OF GENERAL COUNSEL,HUD,,,,HUD Office of the Secretary,Bureau,025,35,86,02,086,86,03,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
HUD Office of Inspector General (OIG),588,Office of Inspector General,,,,,,,HUD Office of the Secretary,Bureau,025,35,86,01,086,86,04,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HUD Office of Chief Financial Officer (OCFO),590,Office of Chief Financial Officer,,,,,,,HUD Office of the Secretary,Bureau,025,35,86,01,086,86,06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HUD Assistant Secretary for Congressional and Intergovernmental Relations,591,Assistant Secretary for Congressional and Intergovernmental Relations,,,,,,,HUD Chief of Staff,Bureau,025,35,86,01,086,86,07,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HUD Assistant Secretary for Public Affairs (OPA),592,Assistant Secretary for Public Affairs,,,,,,,HUD Chief of Staff,Bureau,025,35,86,01,086,86,08,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HUD Assistant Secretary for Fair Housing and Equal Opportunity (FHEO),593,Assistant Secretary for Fair Housing and Equal Opportunity,,,,Fair Housing and Equal Opportunity,Department of Housing and Urban Development,,HUD Deputy Secretary,Bureau,025,29,86,01,086,86,11,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
HUD Assistant Secretary for Community Planning and Development (CPD),594,Assistant Secretary for Community Planning and Development,,,,Community Planning and Development,Department of Housing and Urban Development,,HUD Deputy Secretary,Bureau,025,06,86,01,086,86,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
HUD Assistant Secretary for Housing--Federal Housing Commissioner (FHA),595,Assistant Secretary for Housing--Federal Housing Commissioner,,ASST SEC FOR HSING PRD. AND MRT. CRDIT AND FED. HSING COMM.,HUD,,,,HUD Deputy Secretary,Bureau,025,35,86,05,086,86,30,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
HUD Assistant Secretary for Public and Indian Housing (PIH),596,Assistant Secretary for Public and Indian Housing,,,,Public and Indian Housing Programs,Department of Housing and Urban Development,,HUD Deputy Secretary,Bureau,025,03,86,01,086,86,35,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
HUD Assistant Secretary for Policy Development and Research (PD&R),597,Assistant Secretary for Policy Development and Research,,ASSISTANT SECRETARY FOR PD&R,HUD,Policy Development and Research,Department of Housing and Urban Development,,HUD Deputy Secretary,Bureau,025,28,86,04,086,86,45,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Government National Mortgage Association (GNMA) (Ginnie Mae),598,Government National Mortgage Association (Ginnie Mae),,,,Government National Mortgage Association,Department of Housing and Urban Development,,HUD Deputy Secretary,Bureau,025,12,86,01,086,86,25,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
HUD Office of Healthy Homes and Lead Hazard Control (OHHLHC),599,Office of Healthy Homes and Lead Hazard Control,,,,Office of Lead Hazard Control and Healthy Homes,Department of Housing and Urban Development,,HUD Deputy Secretary,Bureau,025,32,86,01,086,86,53,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
HUD Office of the Chief Procurement Officer (OCPO),600,Office of the Chief Procurement Officer,,,,,,,HUD Chief Operating Officer (COO),Bureau,025,35,86,01,086,86,54,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HUD Office of Departmental Equal Employment Opportunity (ODEEO),601,Office of Departmental Equal Employment Opportunity,,,,,,,HUD Deputy Secretary,Bureau,025,35,86,01,086,86,27,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HUD Office of Departmental Operations and Coordination (ODOC) ,602,Office of Departmental Operations and Coordination,,,,,,,HUD Deputy Secretary,Bureau,025,35,86,01,086,86,51,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HUD Center for Faith-Based and Neighborhood Partnerships,604,Center for Faith-based and Community Initiatives,,,,,,,HUD Chief of Staff,Bureau,025,35,86,01,086,86,58,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
HUD Office of Field Policy and Management (FPM),605,Office of Field Policy and Management,,FIELD OFFICES,HUD,,,,HUD Assistant Deputy Secretary for Field Policy and Management,Bureau,025,35,86,12,086,86,59,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"HUD FPM Region I, Boston Regional Office",606,"Office of the Field Policy and Management Region I, Boston Regional Office",,,,,,,HUD Office of Field Policy and Management (FPM),Bureau,025,35,86,12,086,86,5A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"HUD FPM Region II, New York Regional Office",607,"Office of the Field Policy and Management Region II, New York Regional Office",,,,,,,HUD Office of Field Policy and Management (FPM),Bureau,025,35,86,12,086,86,5B,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"HUD FPM Region III, Philadelphia Reg Office",608,"Office of the Field Policy and Management Region III, Philadelphia Regional Office",,,,,,,HUD Office of Field Policy and Management (FPM),Bureau,025,35,86,12,086,86,5C,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"HUD FPM Region IV, Atlanta Regional Office",609,"Office of Field Policy and Management Region IV, Atlanta Regional Office",,,,,,,HUD Office of Field Policy and Management (FPM),Bureau,025,35,86,12,086,86,5D,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"HUD FPM Region V, Chicago Regional Office",610,"Office of Field Policy and Management Region V, Chicago Regional Office",,,,,,,HUD Office of Field Policy and Management (FPM),Bureau,025,35,86,12,086,86,5E,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"HUD FPM Region VI, Fort Worth Regional Office",611,"Office of Field Policy and Management Region VI, Fort Worth Regional Office",,,,,,,HUD Office of Field Policy and Management (FPM),Bureau,025,35,86,12,086,86,5F,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"HUD FPM Region VII, Kansas City Regional Office",612,"Office of Field Policy and Management Region VII, Kansas City Regional Office",,,,,,,HUD Office of Field Policy and Management (FPM),Bureau,025,35,86,12,086,86,5G,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"HUD FPM Region VIII, Denver Regional Office",613,"Office of Field Policy and Management Region VIII, Denver Regional Office",,,,,,,HUD Office of Field Policy and Management (FPM),Bureau,025,35,86,12,086,86,5H,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"HUD FPM Region IX, San Francisco Regional Office",614,"Office of Field Policy and Management Region IX, San Francisco Regional Office",,,,,,,HUD Office of Field Policy and Management (FPM),Bureau,025,35,86,12,086,86,5J,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"HUD FPM Region X, Seattle Regional Office",615,"Office of Field Policy and Management Region X, Seattle Regional Office",,,,,,,HUD Office of Field Policy and Management (FPM),Bureau,025,35,86,12,086,86,5K,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Federal National Mortgage Association (FNMA) (Fannie Mae),616,Federal National Mortgage Association (Fannie Mae),Government-Sponsored Enterprise,,,Federal National Mortgage Association,Government Sponsored Enterprises,,"Industry, Non-Profits, Associations",GSE,915,00,39,,915,86,81,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Federal Home Loan Mortgage Corporation (FHLMC) (Freddie Mac),617,Federal Home Loan Mortgage Corporation (Freddie Mac),Government-Sponsored Enterprise,,,Federal Home Loan Mortgage Corporation,Government Sponsored Enterprises,,"Industry, Non-Profits, Associations",GSE,914,00,39,,914,86,83,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
US Department of the Interior (DOI),618,"INTERIOR, Department of the",,DEPARTMENT OF THE INTERIOR,INTERIOR,Department of the Interior,Department of the Interior,,Federal Executive Branch,Agency,010,00,14,00,014,14,00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DOI Office of the Secretary,619,Office of the Secretary of the Interior,,OFFICE OF THE SECRETARY,INTERIOR,Departmental Offices,Department of the Interior,,US Department of the Interior (DOI),Bureau,010,84,14,25,014,14,0S,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DOI Office of the Deputy Secretary,620,Office of the Deputy Secretary of the Interior,,,,,,,DOI Office of the Secretary,Bureau,010,84,14,25,014,14,02,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"DOI Office of Policy, Management and Budget/Chief Financial Officer",621,"Office of Policy, Management and Budget/Chief Financial Officer",,,,,,,DOI Office of the Deputy Secretary,Bureau,010,84,14,25,014,14,06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOI Office of Hearings and Appeals (OHA),622,Office of Hearings and Appeals,,OFFICE OF HEARING AND APPEALS,INTERIOR,,,,"DOI Office of Policy, Management and Budget/Chief Financial Officer",Bureau,010,84,14,08,014,14,13,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
DOI Office of Small and Disadvantaged Business Utilization (OSDBU),623,Office of Small and Disadvantaged Business Utilization,,,,,,,"DOI Office of Policy, Management and Budget/Chief Financial Officer",Bureau,010,84,14,25,014,14,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOI Office of the Chief Information Officer (OCIO),624,Office of the Chief Information Officer,,,,,,,DOI Office of the Deputy Secretary,Bureau,010,84,14,25,014,14,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOI Office of Congressional and Legislative Affairs (OCL),625,Office of Congressional and Legislative Affairs,,,,,,,DOI Office of the Deputy Secretary,Bureau,010,84,14,25,014,14,07,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOI Office of Communications,626,Office of Communications,,,,,,,DOI Office of the Deputy Secretary,Bureau,010,84,14,25,014,14,08,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOI Office of Insular Affairs (OIA),627,Office of Insular Affairs,,,,Insular Affairs,Department of the Interior,,DOI Assistant Secretary for Insular Affairs,Bureau,010,85,14,33,014,14,09,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
DOI Office of Civil Rights (OCR),628,Office for Equal Opportunity,,,,,,,"DOI Office of Policy, Management and Budget/Chief Financial Officer",Bureau,010,84,14,25,014,14,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOI Office of the Executive Secretariat and Regulatory Affairs (OSE),629,Executive Secretariat & Office of Regulatory Affairs,,,,,,,DOI Office of the Deputy Secretary,Bureau,010,84,14,25,014,14,14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOI Office of the Special Trustee for American Indians (OST),630,Office of the Special Trustee for American Indians,,OFFICE OF THE SPECIAL TRUSTEE FOR AMERICAN INDIANS,INTERIOR,Office of the Special Trustee for American Indians,Department of the Interior,,DOI Office of the Deputy Secretary,Bureau,010,90,14,12,014,14,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DOI Office of the Solicitor (SOL),631,Office of the Solicitor,,OFFICE OF THE SOLICITOR,INTERIOR,Office of the Solicitor,Department of the Interior,,DOI Office of the Deputy Secretary,Bureau,010,86,14,27,014,14,03,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DOI Office of the Inspector General (OIG),632,Office of the Inspector General,,OFFICE OF INSPECTOR GENERAL,INTERIOR,Office of Inspector General,Department of the Interior,,DOI Office of the Deputy Secretary,Bureau,010,88,14,41,014,14,04,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DOI Interior Business Center (IBC),633,National Business Center,,NATIONAL BUSINESS CENTER,INTERIOR,,,,"DOI Office of Policy, Management and Budget/Chief Financial Officer",Bureau,010,84,14,24,014,14,28,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
DOI Assistant Secretary for Fish and Wildlife and Parks,634,Fish and Wildlife and Parks (Assistant Secretary),,,,,,,DOI Office of the Deputy Secretary,Bureau,010,84,14,25,014,14,2F,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
National Park Service (NPS),635,National Park Service,,NATIONAL PARK SERVICE,INTERIOR,National Park Service,Department of the Interior,,DOI Assistant Secretary for Fish and Wildlife and Parks,Bureau,010,24,14,17,014,14,43,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
US Fish and Wildlife Service (FWS),636,U.S. Fish and Wildlife Service,,UNITED STATES FISH AND WILDLIFE SERVICE,INTERIOR,United States Fish and Wildlife Service,Department of the Interior,,DOI Assistant Secretary for Fish and Wildlife and Parks,Bureau,010,18,14,36,014,14,48,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DOI Assistant Secretary for Indian Affairs (AS-IA),637,Indian Affairs (Assistant Secretary),,,,,,,DOI Office of the Deputy Secretary,Bureau,010,84,14,25,014,14,50,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOI Assistant Secretary for Land and Minerals Management (ASLM),638,Land and Minerals Management (Assistant Secretary),,,,,,,DOI Office of the Deputy Secretary,Bureau,010,84,14,25,014,14,2L,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
DOI Bureau of Land Management (BLM),639,Bureau of Land Management,,BUREAU OF LAND MANAGEMENT,INTERIOR,Bureau of Land Management,Department of the Interior,,DOI Assistant Secretary for Land and Minerals Management (ASLM),Bureau,010,04,14,11,014,14,22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"DOI Office of Surface Mining, Reclamation and Enforcement (OSMRE)",641,"Office of Surface Mining, Reclamation and Enforcement",,OFFICE OF SURFACE MINING AND REGULATION ENFORCEMENT,INTERIOR,Office of Surface Mining Reclamation and Enforcement,Department of the Interior,,DOI Assistant Secretary for Land and Minerals Management (ASLM),Bureau,010,08,14,06,014,14,38,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
